Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code
13.7,G04,X1.0000,,,,,,3.41,1.23,0,1499,4.008064516,5.185483871,2.75,16.26612903,-36.574,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
14.93,X30.0000,,,,,,,170.29,52.57,75.52301255,1502.333967,10.55096995,29.51787752,3.23868391,17.6312286,30,-31.588,66.574,0,66.574,-1,0,Conventional,63.4,4.9,1,317.07,317.07,Cut with Feed,66.574,Face Milling
67.5,G04,X1.0000,,,,,,2.33,0.94,0,1499,3.031578947,3.968421053,2.452631579,21.97894737,30,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
68.44,X31.5880,Y-28.4130,,,,,,20.93,2.84,75.73333333,1504.473684,7.754385965,27.81403509,7.343859649,18.5754386,31.588,-28.413,1.588,3.175,3.549981549,-1,0,Conventional,4.6,3.4,1,10.91,10.91,Cut with Feed,3.549981549,Face Milling
71.28,G04,X1.0000,,,,,,1.93,0.95,0,1499.104167,3.395833333,5.229166667,2.010416667,22.64583333,31.588,-28.413,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
72.23,X-31.5880,,,,,,,71.76,49.97,75.67747099,1501.937175,9.492797119,27.82472989,1.43577431,17.98239296,-31.588,-28.413,-63.176,0,63.176,-1,0,Climb,63.2,3,1,186.33,186.33,Cut with Feed,63.176,Face Milling
122.2,G04,X1.0000,,,,,,1.68,0.96,0,1499,3.020618557,7.06185567,1.731958763,18.97938144,-31.588,-28.413,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
123.16,Y-25.2380,,,,,,,18.37,2.53,75.7007874,1503.96063,9.224409449,8.141732283,7.232283465,13.38188976,-31.588,-25.238,0,3.175,3.175,-1,0,Climb,4.5,3.1,1,10.55,10.55,Cut with Feed,3.175,Face Milling
125.69,G04,X1.0000,,,,,,0.98,0.97,0,1499,3.37755102,17.89795918,1,20.39795918,-31.588,-25.238,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
126.66,X31.5880,,,,,,,24.34,49.87,75.98476343,1501.995188,9.429230152,30.58821171,0.487971131,16.58761026,31.588,-25.238,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
176.53,G04,X1.0000,,,,,,0.75,0.94,0,1499,3.010526316,6.978947368,0.789473684,22.32631579,31.588,-25.238,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
177.47,Y-22.0630,,,,,,,17.21,2.56,75.70428016,1504.019455,8.354085603,9.105058366,6.696498054,18.24902724,31.588,-22.063,0,3.175,3.175,-1,0,Conventional,4.6,3.1,1,10.73,10.73,Cut with Feed,3.175,Face Milling
180.03,G04,X1.0000,,,,,,0.62,0.93,0,1502.297872,3.659574468,2.053191489,0.659574468,21.0212766,31.588,-22.063,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
180.96,X-31.5880,,,,,,,43.94,37.44,101.1284379,1503.285714,11.77757009,28.47476636,1.17329773,17.05473965,-31.588,-22.063,-63.176,0,63.176,-1,0,Climb,63.2,3.2,1,192.47,192.47,Cut with Feed,63.176,Face Milling
218.4,G04,X1.0000,,,,,,2.34,0.97,0,1499,3,10.44897959,2.387755102,20.30612245,-31.588,-22.063,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
219.37,Y-18.8880,,,,,,,14.98,2.23,88.39732143,1507.571429,10.59821429,8.723214286,6.6875,14.14732143,-31.588,-18.888,0,3.175,3.175,-1,0,Climb,4.4,3.1,1,10.33,10.33,Cut with Feed,3.175,Face Milling
221.6,G04,X1.0000,,,,,,0.96,0.95,0,1499,3.40625,18.79166667,1,23.25,-31.588,-18.888,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
222.55,X31.5880,,,,,,,32.47,37.36,101.9727054,1502.213808,11.30960664,31.27267862,0.86887878,13.95638212,31.588,-18.888,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
259.91,G04,X1.0000,,,,,,0,0.95,0,1499,3.020833333,7.71875,0,22.32291667,31.588,-18.888,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
260.86,Y-15.7130,,,,,,,14.25,1.92,101.4715026,1499.051813,9.751295337,14.42487047,7.383419689,16.73056995,31.588,-15.713,0,3.175,3.175,-1,0,Conventional,4.5,3,1,10.49,10.49,Cut with Feed,3.175,Face Milling
262.78,G04,X1.0000,,,,,,0.35,0.94,0,1502.157895,3.673684211,3.6,0.368421053,22.42105263,31.588,-15.713,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
263.72,X-31.5880,,,,,,,67.6,30.19,126.1208609,1503.208609,13.75695364,29.58178808,2.238410596,19.34900662,-31.588,-15.713,-63.176,0,63.176,-1,0,Climb,63.2,3.1,1,186.36,186.36,Cut with Feed,63.176,Face Milling
293.91,G04,X1.0000,,,,,,1.6,0.92,0,1499,3.043010753,7.311827957,1.720430108,24.31182796,-31.588,-15.713,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
294.83,Y-12.5380,,,,,,,5.12,1.54,126.1806452,1501.064516,12.63225806,8.670967742,3.303225806,16.13548387,-31.588,-12.538,0,3.175,3.175,-1,0,Climb,4.5,3.1,1,10.55,10.55,Cut with Feed,3.175,Face Milling
296.37,G04,X1.0000,,,,,,0.32,0.94,0,1502.263158,4.042105263,18.58947368,0.336842105,22.67368421,-31.588,-12.538,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
297.31,X31.5880,,,,,,,21.8,29.98,125.6448816,1502.567856,12.60586862,31.99366455,0.72690897,15.04868289,31.588,-12.538,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
327.29,G04,X1.0000,,,,,,0.17,0.94,0,1499,3,10.6,0.178947368,23.32631579,31.588,-12.538,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
328.23,Y-9.3630,,,,,,,12.74,1.88,83.99470899,1500.640212,9.920634921,8.17989418,6.740740741,17.8994709,31.588,-9.363,0,3.175,3.175,-1,0,Conventional,4.6,3.1,1,10.73,10.73,Cut with Feed,3.175,Face Milling
330.11,G04,X1.0000,,,,,,0.14,0.94,0,1499,3.431578947,3.315789474,0.147368421,24.28421053,31.588,-9.363,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
331.05,X-31.5880,,,,,,,62.15,24.91,151.9390048,1502.800161,15.08105939,30.37359551,2.493980738,17.2399679,-31.588,-9.363,-63.176,0,63.176,-1,0,Climb,63.2,3.2,1,192.47,192.47,Cut with Feed,63.176,Face Milling
355.96,G04,X1.0000,,,,,,1.96,0.95,0,1499,3.03125,8.03125,2.041666667,22.66666667,-31.588,-9.363,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
356.91,Y-6.1880,,,,,,,9.47,1.3,150.8396947,1499.076336,12.50381679,8.183206107,7.229007634,14.77099237,-31.588,-6.188,0,3.175,3.175,-1,0,Climb,4.4,3.1,1,10.33,10.33,Cut with Feed,3.175,Face Milling
358.21,G04,X1.0000,,,,,,1.32,0.98,0,1502.333333,5.666666667,14.78787879,1.333333333,20.97979798,-31.588,-6.188,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
359.19,X31.5880,,,,,,,25.5,25.16,150.0675407,1502.512118,13.91577275,30.15295987,1.013110846,14.81485896,31.588,-6.188,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
384.35,G04,X1.0000,,,,,,0.02,0.92,0,1499,3.032258065,8.043010753,0.021505376,23.98924731,31.588,-6.188,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
385.27,Y-3.0130,,,,,,,13.55,1.28,150.8217054,1504.03876,11.18604651,12.95348837,10.50387597,17.76744186,31.588,-3.013,0,3.175,3.175,-1,0,Conventional,4.5,3,1,10.49,10.49,Cut with Feed,3.175,Face Milling
386.55,G04,X1.0000,,,,,,3.23,2.22,0,2165.278027,20.44394619,4.878923767,1.448430493,23.53811659,31.588,-3.013,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
388.77,X-31.5880,,,,,,,111.43,24.99,151.2396,2998,10.9056,26.2896,4.4572,18.9396,-31.588,-3.013,-63.176,0,63.176,-1,0,Climb,63.2,3.1,1,186.36,186.36,Cut with Feed,63.176,Face Milling
413.76,G04,X1.0000,,,,,,2.31,0.95,0,2998,1.052083333,7,2.40625,23.25,-31.588,-3.013,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
414.71,Y0.1630,,,,,,,13.06,1.3,150.8396947,2998,9.748091603,6.083969466,9.969465649,15.06870229,-31.588,0.163,0,3.176,3.176,-1,0,Climb,4.5,3.1,1,10.55,10.55,Cut with Feed,3.176,Face Milling
416.01,G04,X1.0000,,,,,,1.9,0.93,0,2998,1.414893617,18.77659574,2.021276596,24.92553191,-31.588,0.163,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
416.94,X31.5880,,,,,,,40.42,24.87,151.9389068,2998,9.782154341,34.55385852,1.624598071,17.28536977,31.588,0.163,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
441.81,G04,X1.0000,,,,,,0.45,1.28,0,2998,1.031007752,11.41860465,0.348837209,19.72093023,31.588,0.163,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
443.09,Y3.3380,,,,,,,9.2,1.23,150.7741935,2998,8.451612903,8.943548387,7.419354839,18.29032258,31.588,3.338,0,3.175,3.175,-1,0,Conventional,4.6,3.1,1,10.73,10.73,Cut with Feed,3.175,Face Milling
444.32,G04,X1.0000,,,,,,1.95,0.92,0,2997.892473,1.408602151,6.752688172,2.096774194,23.65591398,31.588,3.338,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
445.24,X-31.5880,,,,,,,80.55,18.78,201.9350718,2997.835019,11.74081958,31.88610963,4.28685471,19.93986163,-31.588,3.338,-63.176,0,63.176,-1,0,Climb,63.2,3.2,1,192.47,192.47,Cut with Feed,63.176,Face Milling
464.02,G04,X1.0000,,,,,,1.7,0.97,0,2997.897959,1.040816327,9.051020408,1.734693878,25.30612245,-31.588,3.338,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
464.99,Y6.5130,,,,,,,11.86,0.95,154.0625,2994.770833,9.395833333,3.645833333,12.35416667,18.9375,-31.588,6.513,0,3.175,3.175,-1,0,Climb,4.4,3.1,1,10.33,10.33,Cut with Feed,3.175,Face Milling
465.94,G04,X1.0000,,,,,,3.52,1.28,0,2998,3.023255814,16.04651163,2.728682171,23.50387597,-31.588,6.513,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
467.22,X31.5880,,,,,,,36.81,18.57,202.8907427,2998,10.99354144,32.64908504,1.98116254,17.49946179,31.588,6.513,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
485.79,G04,X1.0000,,,,,,0.81,0.98,0,2998,1.02020202,9.626262626,0.818181818,23.34343434,31.588,6.513,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
486.77,Y9.6880,,,,,,,18.91,0.98,200.9494949,2998,7.646464646,8.313131313,19.1010101,20.36363636,31.588,9.688,0,3.175,3.175,-1,0,Conventional,4.5,3.1,1,10.51,10.51,Cut with Feed,3.175,Face Milling
487.75,G04,X1.0000,,,,,,2.29,0.97,0,2998,2.724489796,5.755102041,2.336734694,24.01020408,31.588,9.688,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
488.72,X-31.5880,,,,,,,56.24,15.19,248.3184211,2998,12.57697368,25.80855263,3.7,20.29802632,-31.588,9.688,-63.176,0,63.176,-1,0,Climb,63.2,3.2,1,192.68,192.68,Cut with Feed,63.176,Face Milling
503.91,G04,X1.0000,,,,,,3.15,0.92,0,2998,1.043010753,8.279569892,3.387096774,23.98924731,-31.588,9.688,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
504.83,Y12.8630,,,,,,,4.22,0.94,213.4631579,2998,10.73684211,35.64210526,4.442105263,19.45263158,-31.588,12.863,0,3.175,3.175,-1,0,Climb,4.4,3,1,10.09,10.09,Cut with Feed,3.175,Face Milling
505.77,G04,X1.0000,,,,,,3.54,0.95,0,2998,1.75,18.94791667,3.6875,23.96875,-31.588,12.863,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
506.72,X31.5880,,,,,,,43.5,15.07,253.831565,2998,12.23607427,30.35079576,2.884615385,16.43302387,31.588,12.863,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,186.77,186.77,Cut with Feed,63.176,Face Milling
521.79,G04,X1.0000,,,,,,1.35,0.92,0,2998,1.032258065,8.720430108,1.451612903,22.65591398,31.588,12.863,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
522.71,Y16.0380,,,,,,,17.92,0.94,180.1894737,2998,8.978947368,17.25263158,18.86315789,19.02105263,31.588,16.038,0,3.175,3.175,-1,0,Conventional,4.6,3.1,1,10.73,10.73,Cut with Feed,3.175,Face Milling
523.65,G04,X1.0000,,,,,,2.31,0.96,0,2997.896907,1.75257732,7.030927835,2.381443299,24.65979381,31.588,16.038,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
524.61,X-31.5880,,,,,,,73.22,12.61,304.7583201,2997.73851,13.34548336,22.05546751,5.801901743,20.67828843,-31.588,16.038,-63.176,0,63.176,-1,0,Climb,63.2,3.2,1,192.47,192.47,Cut with Feed,63.176,Face Milling
537.22,G04,X1.0000,,,,,,1.95,0.93,0,2998,1.063829787,7.978723404,2.074468085,22.67021277,-31.588,16.038,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
538.15,Y19.2130,,,,,,,5.15,0.64,300.3076923,2998,10.46153846,2.707692308,7.923076923,19.52307692,-31.588,19.213,0,3.175,3.175,-1,0,Climb,4.4,3.1,1,10.33,10.33,Cut with Feed,3.175,Face Milling
538.79,G04,X1.0000,,,,,,3.87,1.27,0,2998,3.09375,13.875,3.0234375,24.6640625,-31.588,19.213,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
540.06,X31.5880,,,,,,,51.76,12.35,304.7532362,2998,13.23139159,44.61893204,4.187702265,16.86407767,31.588,19.213,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
552.41,G04,X1.0000,,,,,,1.13,0.97,0,2997.897959,1.030612245,10.34693878,1.153061224,23.97959184,31.588,19.213,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
553.38,Y22.3880,,,,,,,15.91,0.92,216.3870968,2994.666667,8.23655914,11.60215054,17.10752688,20.43010753,31.588,22.388,0,3.175,3.175,-1,0,Conventional,4.5,3.1,1,10.51,10.51,Cut with Feed,3.175,Face Milling
554.3,G04,X1.0000,,,,,,3.86,0.95,0,2998,1.427083333,8.458333333,4.020833333,25.3125,31.588,22.388,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
555.25,X-31.5880,,,,,,,47.11,12.33,304.7528363,2998,13.55105348,28.84197731,3.817666126,20.53241491,-31.588,22.388,-63.176,0,63.176,-1,0,Climb,63.2,3.2,1,192.68,192.68,Cut with Feed,63.176,Face Milling
567.58,G04,X1.0000,,,,,,1.18,1.24,0,2998,1.072,12.232,0.944,25.184,-31.588,22.388,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
568.82,Y25.5630,,,,,,,13.48,0.64,300.3076923,2998,12.35384615,29.78461538,20.73846154,14.67692308,-31.588,25.563,0,3.175,3.175,-1,0,Climb,4.4,3,1,10.09,10.09,Cut with Feed,3.175,Face Milling
569.46,G04,X1.0000,,,,,,3.76,0.92,0,2997.892473,1.795698925,17.19354839,4.043010753,25.29032258,-31.588,25.563,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
570.38,X31.5880,,,,,,,47,12.64,304.7588933,2997.747036,13.19762846,34.95731225,3.71541502,16.90750988,31.588,25.563,63.176,0,63.176,-1,0,Conventional,63.2,3.2,1,186.77,186.77,Cut with Feed,63.176,Face Milling
583.02,G04,X1.0000,,,,,,1.49,0.97,0,2998,1.040816327,8.795918367,1.520408163,21.32653061,31.588,25.563,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
583.99,Y28.7380,,,,,,,8.68,0.65,300.3787879,2998,4.484848485,12.28787879,13.15151515,20.06060606,31.588,28.738,0,3.175,3.175,-1,0,Conventional,4.6,1.4,1,6.08,6.08,Cut with Feed,3.175,Face Milling
584.64,G04,X1.0000,,,,,,3.73,0.92,0,2998,1.333333333,8.483870968,4.010752688,22.31182796,31.588,28.738,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
585.56,X-31.5880,,,,,,,46.64,12.59,296.7698413,2998,4.416666667,30.44761905,3.701587302,20.22063492,-31.588,28.738,-63.176,0,63.176,-1,0,Climb,59.5,1.4,1,82.86,82.86,Cut with Feed,63.176,Face Milling
598.15,G04,X1.0000,,,,,,0,0.95,0,2998,1,11.55208333,0,15.98958333,-31.588,28.738,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
599.1,X-30.0000,Y31.5880,,,,,,7.5,0.94,199.0526316,2998,1,21.70526316,7.894736842,15.33684211,-30,31.588,1.588,2.85,3.262551762,-1,0,Both,0,0,1,0,0,Air-Cut,3.262551762,Face Milling
600.04,G04,X1.0000,,,,,,5.37,0.94,0,2998,1,6.568421053,5.652631579,16,-30,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
600.98,X36.5740,,,,,,,57.59,13.29,304.7706767,2998,1,29.77368421,4.330075188,21.37293233,36.574,31.588,66.574,0,66.574,-1,0,Both,0,0,1,0,0,Air-Cut,66.574,Face Milling
614.27,G04,X1.0000,,,,,,4.07,0.93,0,2998,1,7.372340426,4.329787234,23.46808511,36.574,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,Face Milling
615.2,Z0,,,,,,,1.32,0.32,295.7575758,2998,1,6.96969697,4,34.78787879,36.574,31.588,0,0,0,0,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Face Milling
615.52,G04,X1.0000,,,,,,4.28,0.95,206.4583333,2998,1,7.364583333,4.458333333,26.67708333,36.574,31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
616.47,G00,X-36.5740,Y-31.5880,,,,,14.99,0.31,19200.625,2998,1,102.34375,46.84375,27.09375,-36.574,-31.588,-73.148,-63.176,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
616.78,G04,X1.0000,,,,,,5.37,0.95,0,2998,1,9.802083333,5.59375,29.58333333,-36.574,-31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
617.73,Z-2.0000,,,,,,,7.08,1.92,62.61139896,2998,1,3.507772021,3.668393782,11.75647668,-36.574,-31.588,0,0,1,-2,-2,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,Face Milling
619.65,G04,X1.0000,,,,,,3.3,0.97,0,2998,1.010204082,3.612244898,3.367346939,18.68367347,-36.574,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
620.62,X30.0000,,,,,,,176.17,52.63,75.49468085,2998,10.50968845,32.05091185,3.346694529,16.95326748,30,-31.588,66.574,0,66.574,-2,0,Conventional,63.4,4.9,1,317.07,317.07,Cut with Feed,66.574,Face Milling
673.25,G04,X1.0000,,,,,,2.45,0.97,0,2998,1.051020408,5.428571429,2.5,24.92857143,30,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
674.22,X31.5880,Y-28.4130,,,,,,33.15,2.81,75.73049645,2998,7.414893617,33.18439716,11.75531915,18.58510638,31.588,-28.413,1.588,3.175,3.549981549,-2,0,Conventional,4.6,3.4,1,10.91,10.91,Cut with Feed,3.549981549,Face Milling
677.03,G04,X1.0000,,,,,,2.64,1.95,0,3709.040816,7.443877551,7.147959184,1.346938776,22.26530612,31.588,-28.413,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
678.98,X-31.5880,,,,,,,139.89,16.61,228.8622142,4500,14.7166065,34.76955475,8.416967509,20.96570397,-31.588,-28.413,-63.176,0,63.176,-2,0,Climb,63.2,3,1,186.33,186.33,Cut with Feed,63.176,Face Milling
695.59,G04,X1.0000,,,,,,3.97,0.97,0,4500,3.010204082,10.84693878,4.051020408,24.68367347,-31.588,-28.413,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
696.56,Y-25.2380,,,,,,,2.99,1,173.1485149,4500,10.71287129,29.45544554,2.96039604,20.66336634,-31.588,-25.238,0,3.175,3.175,-2,0,Climb,4.5,3.1,1,10.55,10.55,Cut with Feed,3.175,Face Milling
697.56,G04,X1.0000,,,,,,1.27,0.95,0,4500,4.760416667,17.85416667,1.322916667,24.30208333,-31.588,-25.238,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
698.51,X31.5880,,,,,,,16.94,16.86,227.6514523,4500,14.73799644,33.29579135,1.004149378,18.1659751,31.588,-25.238,63.176,0,63.176,-2,0,Conventional,63.2,3.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
715.37,G04,X1.0000,,,,,,0.35,0.95,0,4500,3.0625,7.072916667,0.364583333,25.89583333,31.588,-25.238,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
716.32,Y-22.0630,,,,,,,5.27,0.94,226.5894737,4500,13.2,12.57894737,5.547368421,20.4,31.588,-22.063,0,3.175,3.175,-2,0,Conventional,4.6,3.1,1,10.73,10.73,Cut with Feed,3.175,Face Milling
717.26,G04,X1.0000,,,,,,0.72,0.94,0,4500,4.442105263,3.926315789,0.757894737,24.92631579,31.588,-22.063,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
718.2,X-31.5880,,,,,,,117.3,12.65,304.7590837,4500,16.23064771,26.8206951,9.265402844,19.80410742,-31.588,-22.063,-63.176,0,63.176,-2,0,Climb,63.2,3.2,1,192.47,192.47,Cut with Feed,63.176,Face Milling
730.85,G04,X1.0000,,,,,,4.35,0.93,0,4500,3.074468085,8.106382979,4.627659574,25.93617021,-31.588,-22.063,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
731.78,Y-18.8880,,,,,,,0.33,0.63,300.234375,4500,13.328125,22.265625,0.515625,19.578125,-31.588,-18.888,0,3.175,3.175,-2,0,Climb,4.4,3.1,1,10.33,10.33,Cut with Feed,3.175,Face Milling
732.41,G04,X1.0000,,,,,,0.94,0.93,0,4500,4.712765957,16.06382979,1,23.9787234,-31.588,-18.888,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
733.34,X31.5880,,,,,,,18.47,12.73,297.0431711,4500,16.25745683,46.06593407,1.449764521,18.03924647,31.588,-18.888,63.176,0,63.176,-2,0,Conventional,63.2,3.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
746.07,G04,X1.0000,,,,,,0.01,0.94,0,4500,3.073684211,7.705263158,0.010526316,26.62105263,31.588,-18.888,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
747.01,Y-15.7130,,,,,,,3.13,0.64,300.3076923,4500.153846,13.29230769,11.38461538,4.815384615,20.56923077,31.588,-15.713,0,3.175,3.175,-2,0,Conventional,4.5,3,1,10.49,10.49,Cut with Feed,3.175,Face Milling
747.65,G04,X1.0000,,,,,,0.63,0.93,0,4503.297872,5.010638298,3.308510638,0.670212766,24,31.588,-15.713,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
748.58,X-31.5880,,,,,,,98.47,10.33,360.8355899,4500,17.11218569,32.55512573,9.523210832,20.92649903,-31.588,-15.713,-63.176,0,63.176,-2,0,Climb,63.2,3.1,1,186.36,186.36,Cut with Feed,63.176,Face Milling
758.91,G04,X1.0000,,,,,,4.38,0.95,0,4500,3.104166667,8.916666667,4.5625,26.58333333,-31.588,-15.713,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
759.86,Y-12.5380,,,,,,,13.16,0.64,362.8307692,4500,13.86153846,20.89230769,20.24615385,19.07692308,-31.588,-12.538,0,3.175,3.175,-2,0,Climb,4.5,3.1,1,10.55,10.55,Cut with Feed,3.175,Face Milling
760.5,G04,X1.0000,,,,,,3.17,0.94,0,4500,4.452631579,15.89473684,3.336842105,24.27368421,-31.588,-12.538,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,Face Milling
761.44,X31.5880,,,,,,,18.41,10,380.6193806,4500,18.01598402,40.67732268,1.839160839,18.0999001,31.588,-12.538,63.176,0,63.176,-2,0,Conventional,63.2,3.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
