Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation Type
390.96,G04,X1.0000,,,,,,7.62,0.94,0,1499,3,2,8.021052632,27,-6.188,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
391.9,X-3.0130,,,,,,,9.44,1.56,121.0191083,1501.038217,15.69426752,41.49681529,6.012738854,21.79617834,-3.013,31.588,3.175,0,3.175,-1.5,0,Climb,3,4.4,1.5,10.19,15.285,Cut with Feed,3.175,Face Milling
393.46,G04,X1.0000,,,,,,14.36,1.88,0,2186.751323,12.21693122,7.486772487,7.597883598,18.33333333,-3.013,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
395.34,Y-31.5880,,,,,,,341.69,24.95,150.1362179,2997.751603,14.17427885,10.02323718,13.68950321,21.74358974,-3.013,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.1,63.2,1.5,186.66,279.99,Cut with Feed,63.176,Face Milling
420.29,G04,X1.0000,,,,,,9.08,1.25,0,2998,1.293650794,1.174603175,7.206349206,22.93650794,-3.013,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
421.54,X0.1630,,,,,,,7.24,1.25,150.7936508,2998,12.43650794,46.61904762,5.746031746,17.30952381,0.163,-31.588,3.176,0,3.176,-1.5,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.176,Face Milling
422.79,G04,X1.0000,,,,,,3.22,0.96,0,2998,2.422680412,4.639175258,3.319587629,27.6185567,0.163,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
423.75,Y31.5880,,,,,,,228.95,25,151.9392243,2997.880048,13.8532587,13.93162735,9.154338265,17.87045182,0.163,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
448.75,G04,X1.0000,,,,,,7.08,0.91,0,2998,1.02173913,3.826086957,7.695652174,23.34782609,0.163,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
449.66,X3.3380,,,,,,,7.98,1.57,149.9936709,2998,9.702531646,35.57594937,5.050632911,23.34810127,3.338,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
451.23,G04,X1.0000,,,,,,7.54,0.93,0,2998,2.457446809,5.670212766,8.021276596,19.69148936,3.338,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
452.16,Y-31.5880,,,,,,,263.55,18.82,201.1757833,2996.831652,15.7047265,12.53850239,13.99628253,22.69729156,3.338,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.78,289.17,Cut with Feed,63.176,Face Milling
470.98,G04,X1.0000,,,,,,6.41,0.95,0,2998,1.083333333,1.5,6.677083333,24.61458333,3.338,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
471.93,X6.5130,,,,,,,5.61,0.93,200.8404255,2998,13.89361702,69.30851064,5.968085106,19.38297872,6.513,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
472.86,G04,X1.0000,,,,,,2.96,0.96,0,2997.896907,2.783505155,4.649484536,3.051546392,25.87628866,6.513,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
473.82,Y31.5880,,,,,,,214.68,18.84,200.9230769,2996.190981,15.20371353,22.92254642,11.38885942,18.52625995,6.513,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
492.66,G04,X1.0000,,,,,,7.43,0.92,0,2997.892473,1.043010753,4,7.989247312,25.98924731,6.513,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
493.58,X9.6880,,,,,,,7.39,0.93,200.8404255,2994.808511,11.09574468,43.82978723,7.861702128,21.93617021,9.688,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.4,1.5,10.2,15.3,Cut with Feed,3.175,Face Milling
494.51,G04,X1.0000,,,,,,11.45,0.98,0,2998,4.262626263,7.313131313,11.56565657,19.97979798,9.688,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
495.49,Y-31.5880,,,,,,,166.45,15.11,248.6243386,2997.794974,17.44312169,9.528439153,11.00859788,22.32142857,9.688,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.98,289.47,Cut with Feed,63.176,Face Milling
510.6,G04,X1.0000,,,,,,6.43,0.91,0,2998,1.326086957,1.652173913,6.989130435,24,9.688,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
511.51,X12.8630,,,,,,,9.13,0.94,168.4421053,2998,10.66315789,27.12631579,9.610526316,20.01052632,12.863,-31.588,3.175,0,3.175,-1.5,0,Conventional,3,4.4,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
512.45,G04,X1.0000,,,,,,3.44,0.92,0,2998,4,3,3.698924731,25.97849462,12.863,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
513.37,Y31.5880,,,,,,,222.21,15.1,248.7888815,2996.113832,16.55857048,12.17604236,14.70615486,17.74454004,12.863,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
528.47,G04,X1.0000,,,,,,8.61,0.95,0,2998,1,4.65625,8.96875,23.70833333,12.863,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
529.42,X16.0380,,,,,,,7.58,0.95,169.3333333,2998,10.125,18.8125,7.895833333,22.92708333,16.038,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
530.37,G04,X1.0000,,,,,,7.82,0.96,0,2997.896907,3.453608247,5.958762887,8.06185567,18.3814433,16.038,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
531.33,Y-31.5880,,,,,,,246.22,12.61,301.4366086,2995.995246,20.55388273,12.0229794,19.51030111,23.61014263,16.038,-31.588,0,-63.176,63.176,-1.5,0,Conventional,6.4,63.2,1.5,192.79,289.185,Cut with Feed,63.176,Face Milling
543.94,G04,X1.0000,,,,,,6.13,0.91,0,2998,1.358695652,2.923913043,6.663043478,25,16.038,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
544.85,X19.2130,,,,,,,6.68,0.95,203.3333333,2998,12.67708333,48.8125,6.958333333,21.69791667,19.213,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
545.8,G04,X1.0000,,,,,,2.89,0.94,0,2997.894737,3.515789474,4.263157895,3.042105263,27.17894737,19.213,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
546.74,Y31.5880,,,,,,,127.29,12.43,304.7548232,2997.477492,20.1840836,27.59324759,10.23231511,18.10128617,19.213,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
559.17,G04,X1.0000,,,,,,8.38,0.92,0,2998,1.010752688,5.021505376,9.010752688,25.65591398,19.213,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
560.09,X22.3880,,,,,,,3.57,0.94,213.8736842,2998,11.78947368,38.16842105,3.757894737,22.63157895,22.388,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.4,1.5,10.2,15.3,Cut with Feed,3.175,Face Milling
561.03,G04,X1.0000,,,,,,7.5,0.95,0,2998,3.854166667,6.625,7.8125,18.71875,22.388,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
561.98,Y-31.5880,,,,,,,232.1,12.41,304.7544283,2995.673108,20.98148148,21.23429952,18.68760064,22.44122383,22.388,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.98,289.47,Cut with Feed,63.176,Face Milling
574.39,G04,X1.0000,,,,,,7.28,0.94,0,2998,1.336842105,1.336842105,7.663157895,22.68421053,22.388,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
575.33,X25.5630,,,,,,,2.45,0.92,203.3333333,2998,12.70967742,42.68817204,2.634408602,22.03225806,25.563,-31.588,3.175,0,3.175,-1.5,0,Conventional,3,4.4,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
576.25,G04,X1.0000,,,,,,3.51,0.94,0,2997.894737,3.421052632,2.505263158,3.694736842,26.92631579,25.563,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
577.19,Y31.5880,,,,,,,184.24,12.53,304.7567783,2996.245614,20.10287081,18.74720893,14.69218501,18.22328549,25.563,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
589.72,G04,X1.0000,,,,,,7.52,0.93,0,2998,1.010638298,5.021276596,8,23.36170213,25.563,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
590.65,X28.7380,,,,,,,3.29,0.96,140.1958763,2998,6,22.26804124,3.391752577,24.59793814,28.738,31.588,3.175,0,3.175,-1.5,0,Climb,1.4,4.5,1.5,5.94,8.91,Cut with Feed,3.175,Face Milling
591.61,G04,X1.0000,,,,,,6.8,0.93,0,2998,1.723404255,5.70212766,7.234042553,20.69148936,28.738,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
592.54,Y-31.5880,,,,,,,171.15,12.55,304.7571656,2998,7.950636943,5.921974522,13.62659236,24.05493631,28.738,-31.588,0,-63.176,63.176,-1.5,0,Conventional,4.6,59.6,1.5,83.01,124.515,Cut with Feed,63.176,Face Milling
605.09,G04,X1.0000,,,,,,7.23,0.93,0,2998,1,10.23404255,7.691489362,17.0106383,28.738,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
606.02,X31.5880,Y-30.0000,,,,,,7.11,0.64,300.3076923,2998,1,29.36923077,10.93846154,18.50769231,31.588,-30,2.85,1.588,3.262551762,-1.5,0,,0,0,0,0,0,Air-Cut,3.262551762,Face Milling
606.66,G04,X1.0000,,,,,,6.44,1.27,0,2998,1,8.15625,5.03125,20,31.588,-30,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
607.93,Y36.5740,,,,,,,181.06,13.15,304.7682371,2998,1,7.738601824,13.75835866,19.43920973,31.588,36.574,0,66.574,66.574,-1.5,0,,0,0,0,0,0,Air-Cut,66.574,Face Milling
621.08,G04,X1.0000,,,,,,7.68,0.95,0,2998,1,6.322916667,8,19.52083333,31.588,36.574,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
622.03,Z0,,,,,,,2.48,0.3,295.1612903,2998,1,5.032258065,8,36.87096774,31.588,36.574,0,0,0,0,1.5,,0,0,0,0,0,Air-cut in Z while retracting,1.5,Face Milling
622.33,G04,X1.0000,,,,,,8.17,0.95,206.4583333,2998,1,6.53125,8.510416667,30.33333333,31.588,36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
623.28,G00,X-31.5880,Y-36.5740,,,,,17.83,0.31,19200.625,2998,1,116.875,55.71875,29.09375,-31.588,-36.574,-63.176,-73.148,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
623.59,G04,X1.0000,,,,,,7.81,1.25,0,2998,1,7.698412698,6.198412698,31.57936508,-31.588,-36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
624.84,Z-3.0000,,,,,,,7.52,2.5,67.29880478,2998,1,3.378486056,2.996015936,11.16334661,-31.588,-36.574,0,0,1.5,-3,-3,,0,0,0,71.25573925,0,Air-cut in Z while plunging,1.5,Face Milling
627.34,G04,X1.0000,,,,,,2.34,0.95,0,2998,1.03125,3,2.4375,19.34375,-31.588,-36.574,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
628.29,Y30.0000,,,,,,,426.17,52.41,75.98550172,2997.818771,20.77012591,14.37180465,8.129912247,17.52556276,-31.588,30,0,66.574,66.574,-3,0,Climb,4.9,63.4,1.5,317.07,475.605,Cut with Feed,66.574,Face Milling
680.7,G04,X1.0000,,,,,,6.34,0.94,0,2997.894737,2.368421053,11.03157895,6.673684211,26.36842105,-31.588,30,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
681.64,X-28.4130,Y31.5880,,,,,,22.26,2.85,70.77272727,2996.846154,12.07692308,56.26223776,7.783216783,22.78321678,-28.413,31.588,3.175,1.588,3.549981549,-3,0,Climb,3.4,4.6,1.5,10.65,15.975,Cut with Feed,3.549981549,Face Milling
684.49,G04,X1.0000,,,,,,20.64,2.19,0,3639.045455,15.66363636,9.618181818,9.381818182,24.88636364,-28.413,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
686.68,Y-31.5880,,,,,,,516.31,16.65,228.862545,4500,21.21368547,10.86794718,30.9909964,24.06422569,-28.413,-31.588,0,-63.176,63.176,-3,0,Conventional,3,63.2,1.5,186.59,279.885,Cut with Feed,63.176,Face Milling
703.33,G04,X1.0000,,,,,,7,0.98,0,4500,2.080808081,2.080808081,7.070707071,25.64646465,-28.413,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
704.31,X-25.2380,,,,,,,12.58,0.99,226.71,4500,17.66,20.81,12.58,23.74,-25.238,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
705.3,G04,X1.0000,,,,,,2.55,0.93,0,4500,3.489361702,7.372340426,2.712765957,27.25531915,-25.238,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
706.23,Y31.5880,,,,,,,105.46,16.83,227.4833729,4500,22.22624703,30.00534442,6.262470309,20.93171021,-25.238,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
723.06,G04,X1.0000,,,,,,7.91,0.97,0,4500,3.102040816,8.081632653,8.071428571,28.28571429,-25.238,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
724.03,X-22.0630,,,,,,,20.05,0.95,171.9270833,4500,17.47916667,43.20833333,20.88541667,24.96875,-22.063,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
724.98,G04,X1.0000,,,,,,2.71,0.94,0,4500,5.526315789,5.452631579,2.852631579,21.33684211,-22.063,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
725.92,Y-31.5880,,,,,,,325.1,12.61,297.5079239,4500,23.72424723,14.88431062,25.76069731,23.23613312,-22.063,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,1.5,192.78,289.17,Cut with Feed,63.176,Face Milling
738.53,G04,X1.0000,,,,,,7.19,0.98,0,4500,3.151515152,1.515151515,7.262626263,27.57575758,-22.063,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
739.51,X-18.8880,,,,,,,0.68,0.64,300.3076923,4500,22.27692308,23.67692308,1.046153846,21.58461538,-18.888,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
740.15,G04,X1.0000,,,,,,4.05,0.95,0,4500,5.854166667,2.78125,4.21875,26.875,-18.888,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
741.1,Y31.5880,,,,,,,100.59,12.5,304.756195,4500,25.25419664,31.09432454,8.040767386,21.82414069,-18.888,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
753.6,G04,X1.0000,,,,,,8.01,0.95,0,4500,3.03125,5.75,8.34375,29.96875,-18.888,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
754.55,X-15.7130,,,,,,,10.14,0.95,217.5416667,4500,16.34375,11.19791667,10.5625,23.60416667,-15.713,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,1.5,10.19,15.285,Cut with Feed,3.175,Face Milling
755.5,G04,X1.0000,,,,,,3.1,0.93,0,4500,5.563829787,3.968085106,3.29787234,21.67021277,-15.713,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
756.43,Y-31.5880,,,,,,,300.18,10.07,380.6220238,4500,25.57638889,10.18849206,29.7797619,24.21527778,-15.713,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,1.5,186.66,279.99,Cut with Feed,63.176,Face Milling
766.5,G04,X1.0000,,,,,,6.67,0.95,0,4500,3.125,2.34375,6.947916667,26.29166667,-15.713,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
767.45,X-12.5380,,,,,,,0.94,0.62,374.952381,4500,21.96825397,72.68253968,1.492063492,21.03174603,-12.538,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
768.07,G04,X1.0000,,,,,,2.21,0.98,0,4500,5.181818182,9.585858586,2.232323232,25.8989899,-12.538,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
769.05,Y31.5880,,,,,,,130.33,10,380.6193806,4500,27.15284715,44.27572428,13.01998002,20.3956044,-12.538,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
