Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation
73.51,G04,P2000,,,,,,2.53,0.31,0,1508.6875,8.125,13.84375,7.90625,25.90625,-28.413,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
73.82,Y-31.5880,,,,,,,610,49.96,75.99019412,1503.060436,18.4426656,8.256353812,12.20732439,23.48809286,-28.413,-31.588,0,-63.176,63.176,-3,0,Conventional,3,63.2,3,186.59,559.77,Cut with Feed,63.176,Face Milling
123.78,X-25.2380,,,,,,,15.44,2.85,64.64685315,1500.118881,18.64685315,23.73076923,5.398601399,18.02797203,-25.238,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
126.63,Y31.5880,,,,,,,451.38,49.97,75.95998399,1503.519808,17.7645058,14.09583834,9.031212485,17.13105242,-25.238,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
176.6,X-22.0630,,,,,,,9.18,2.58,65.72972973,1499,12.77220077,25.30501931,3.544401544,27.34749035,-22.063,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
179.18,G04,P2000,,,,,,1.78,0.32,0,1499,14.09090909,10.6969697,5.393939394,25.81818182,-22.063,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
179.5,Y-31.5880,,,,,,,446.17,37.47,101.9727855,1502.404482,22.43996798,8.52321238,11.90421558,23.2054429,-22.063,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
216.97,X-18.8880,,,,,,,24.74,2.21,84.5045045,1500.441441,20.60810811,43.22522523,11.14414414,18.92342342,-18.888,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
219.18,Y31.5880,,,,,,,359.02,37.54,101.1579228,1504.193076,21.56111851,12.30945406,9.561118509,17.34860186,-18.888,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
256.72,X-15.7130,,,,,,,19.87,2.22,80.87892377,1504.829596,14.26008969,24.41255605,8.910313901,27.5426009,-15.713,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
258.94,Y-31.5880,,,,,,,404.55,30.07,125.6489362,1502.274601,25.87932181,8.49900266,13.44913564,23.42486702,-15.713,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
289.01,G04,P2000,,,,,,1.93,0.32,0,1499,2.363636364,7.96969697,5.848484848,16.12121212,-15.713,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
289.33,X-12.5380,,,,,,,13.49,1.56,117.9745223,1500.974522,28.77070064,47.2611465,8.592356688,17.2866242,-12.538,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
290.89,Y31.5880,,,,,,,284.14,30.12,125.5668769,1502.219383,24.88350481,15.33222702,9.430467972,16.82575506,-12.538,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
321.01,G04,P2000,,,,,,2.22,0.31,0,1499,1.21875,6.9375,6.9375,27,-12.538,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
321.32,X-9.3630,,,,,,,3.16,1.56,117.4267516,1501.038217,20.63057325,28.11464968,2.012738854,27.52229299,-9.363,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
322.88,Y-31.5880,,,,,,,418.18,25.01,150.0559552,1502.241407,28.73021583,7.987210232,16.71382894,23.96083133,-9.363,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
347.89,G04,P2000,,,,,,2.48,0.31,0,1499,2.3125,5.46875,7.75,16.125,-9.363,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
348.2,X-6.1880,,,,,,,5.26,1.27,150.8125,1504,29.0703125,21.1328125,4.109375,18.8125,-6.188,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
349.47,G04,P2000,,,,,,0.08,0.31,0,1508.6875,13.4375,4.5,0.25,26.65625,-6.188,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
349.78,Y31.5880,,,,,,,241.36,24.96,151.939127,1502.39207,27.9587505,15.22026432,9.665999199,17.01561874,-6.188,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
374.74,X-3.0130,,,,,,,12.06,1.57,120.2531646,1508.424051,19.29746835,39.56329114,7.632911392,27.72151899,-3.013,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
376.31,G04,P2000,,,,,,3.01,0.33,0,2074.794118,102.5588235,4.088235294,8.852941176,16.17647059,-3.013,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
376.64,Y-31.5880,,,,,,,459.2,24.87,151.9389068,2996.216238,20.64027331,12.87258842,18.45659164,22.46985531,-3.013,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
401.51,G04,P2000,,,,,,2.42,0.3,0,2998,2.258064516,3.225806452,7.806451613,20,-3.013,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
401.81,X0.1630,,,,,,,6.09,1.24,150.784,2998,22.632,32.944,4.872,18.48,0.163,-31.588,3.176,0,3.176,-3,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.176,Face Milling
403.05,G04,P2000,,,,,,2.18,0.31,0,2998,17.0625,2.625,6.8125,19.03125,0.163,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
403.36,Y31.5880,,,,,,,249.37,24.91,151.9390048,2997.630819,26.82945425,43.1540931,10.00682183,18.9040931,0.163,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
428.27,G04,P2000,,,,,,2.61,0.32,0,2997.69697,1.212121212,9.909090909,7.909090909,28.84848485,0.163,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
428.59,X3.3380,,,,,,,15.39,1.24,150.784,2990.56,18.192,36.288,12.312,22.232,3.338,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
429.83,G04,P2000,,,,,,6.7,0.33,5.970588235,2997.705882,11.47058824,10,19.70588235,20.11764706,3.338,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
430.16,Y-31.5880,,,,,,,281.24,18.67,202.8913276,2996.795503,28.64079229,12.28907923,15.05567452,23.13543897,3.338,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
448.83,G04,P2000,,,,,,1.89,0.31,6.34375,2998,2.5,7.125,5.90625,22.75,3.338,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
449.14,X6.5130,,,,,,,10.08,0.95,200.8854167,2998,29.36458333,91.53125,10.5,18.39583333,6.513,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
450.09,G04,P2000,,,,,,0.71,0.3,6.548387097,2998,10.61290323,1.064516129,2.290322581,26.67741935,6.513,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
450.39,Y31.5880,,,,,,,198.49,18.76,200.3122003,2997.003729,31.93819925,45.37613213,10.57485349,18.15610016,6.513,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
469.15,X9.6880,,,,,,,18.98,1.24,140.32,2990.4,18.728,19.896,15.184,23.464,9.688,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.4,3,10.2,30.6,Cut with Feed,3.175,Face Milling
470.39,Y-31.5880,,,,,,,398.12,15.04,253.8312292,2995.003322,32.65780731,19.26046512,26.45315615,23.82192691,9.688,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.98,578.94,Cut with Feed,63.176,Face Milling
485.43,G04,P2000,,,,,,2.67,0.32,7.696969697,2997.69697,2.515151515,2.878787879,8.090909091,21,9.688,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
485.75,X12.8630,,,,,,,8.65,0.94,190.9368421,2991.368421,28.83157895,35.67368421,9.105263158,19.38947368,12.863,-31.588,3.175,0,3.175,-3,0,Conventional,3,4.4,3,10.09,30.27,Cut with Feed,3.175,Face Milling
486.69,Y31.5880,,,,,,,179.12,15.03,250.4714096,2996.337766,34.59707447,52.64361702,11.90957447,18.41023936,12.863,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
501.72,G04,P2000,,,,,,2.81,0.31,7.9375,2998,1.375,12.0625,8.78125,27.90625,12.863,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
502.03,X16.0380,,,,,,,0.85,0.94,177.2526316,2994.526316,23.90526316,54.26315789,0.894736842,23.95789474,16.038,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
502.97,Y-31.5880,,,,,,,428.54,12.72,298.2521603,2995.227023,35.10290652,21.11861744,33.66378633,24.54516889,16.038,-31.588,0,-63.176,63.176,-3,0,Conventional,6.4,63.2,3,192.79,578.37,Cut with Feed,63.176,Face Milling
515.69,X19.2130,,,,,,,9.74,0.93,218.7234043,2991.404255,27.5,45.07446809,10.36170213,18.30851064,19.213,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
516.62,Y31.5880,,,,,,,187.46,12.52,300.0638468,2996.012769,37.21548284,50.8603352,14.96089385,18.97286512,19.213,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
529.14,G04,P2000,,,,,,3.53,0.32,9.242424242,2997.69697,1.333333333,9.424242424,10.6969697,28.84848485,19.213,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
529.46,X22.3880,,,,,,,4.37,0.63,300.234375,2988.3125,21.75,39.671875,6.828125,22.515625,22.388,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.4,3,10.2,30.6,Cut with Feed,3.175,Face Milling
530.09,G04,P2000,,,,,,0.83,0.32,9.242424242,3007.393939,16.48484848,4.606060606,2.515151515,22.09090909,22.388,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
530.41,Y-31.5880,,,,,,,309.86,12.54,304.7569721,2996.772908,34.81752988,18.78167331,24.69003984,23.38964143,22.388,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.98,578.94,Cut with Feed,63.176,Face Milling
542.95,G04,P2000,,,,,,1.82,0.3,9.838709677,2998,2.838709677,3.935483871,5.870967742,21.83870968,22.388,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
543.25,X25.5630,,,,,,,0.68,0.64,300.3076923,2998,35.6,37.41538462,1.046153846,16.2,25.563,-31.588,3.175,0,3.175,-3,0,Conventional,3,4.4,3,10.09,30.27,Cut with Feed,3.175,Face Milling
543.89,Y31.5880,,,,,,,181.24,12.61,297.0245642,2995.757528,36.65847861,55.50158479,14.36133122,18.86767036,25.563,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
556.5,G04,P2000,,,,,,3.5,0.31,9.53125,2997.6875,1.375,9.8125,10.9375,30.90625,25.563,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
556.81,X28.7380,,,,,,,2.87,0.63,300.234375,2993.15625,13.859375,30.125,4.484375,25.421875,28.738,31.588,3.175,0,3.175,-3,0,Climb,1.4,4.5,3,5.94,17.82,Cut with Feed,3.175,Face Milling
557.44,G04,P2000,,,,,,2.66,0.31,9.53125,2998,4.21875,10.71875,8.3125,23.125,28.738,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
557.75,Y-31.5880,,,,,,,180.81,12.43,304.7548232,2998,11.8159164,6.926045016,14.53456592,24.76527331,28.738,-31.588,0,-63.176,63.176,-3,0,Conventional,4.6,59.6,3,83.01,249.03,Cut with Feed,63.176,Face Milling
570.18,G04,P2000,,,,,,3.21,0.31,9.53125,2998,1,7.6875,10.03125,18.0625,28.738,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
570.49,X31.5880,Y-30.0000,,,,,,7.09,0.64,300.3076923,2998,1,28.73846154,10.90769231,20.01538462,31.588,-30,2.85,1.588,3.262551762,-3,0,Conventional,0,0,3,0,0,Air-Cut,3.262551762,Face Milling
571.13,G04,P2000,,,,,,1.64,0.3,9.838709677,2998,1,11.83870968,5.290322581,21,31.588,-30,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
571.43,Y36.5740,,,,,,,179.57,13.15,304.7682371,2998,1,5.769756839,13.64513678,23.38981763,31.588,36.574,0,66.574,66.574,-3,0,,0,0,0,0,0,Air-Cut,66.574,Face Milling
584.58,G04,P2000,,,,,,2.88,0.31,9.53125,2998,1,6.96875,9,26.34375,31.588,36.574,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
584.89,Z0,,,,,,,5.5,0.61,300.0806452,2998,1,6.5,8.870967742,36.90322581,31.588,36.574,0,0,0,0,3,,0,0,0,0,0,Air-cut in Z while retracting,3,Face Milling
585.5,G04,P2000,,,,,,1.99,0.31,581.6875,2998,1,45.9375,6.21875,30.90625,31.588,36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
585.81,G00,X-31.5880,Y-36.5740,,,,,50.43,0.3,18013.54839,2998,1,312.8064516,162.6774194,27.70967742,-31.588,-36.574,-63.176,-73.148,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
586.11,Z-6.0000,,,,,,,17.21,5.07,71,2997.980315,1.44488189,3.895669291,3.387795276,12.53346457,-31.588,-36.574,0,0,3,-6,-6,,0,0,0,71.25573925,0,Air-cut in Z while plunging,3,Face Milling
591.18,Y30.0000,,,,,,,582.03,52.58,75.79083476,2995.950181,30.0893706,24.5225328,11.06731318,18.14451417,-31.588,30,0,66.574,66.574,-6,0,Climb,4.9,63.4,3,317.07,951.21,Cut with Feed,66.574,Face Milling
643.76,G04,P2000,,,,,,2.11,0.33,0,2998,2.235294118,7.735294118,6.205882353,24.85294118,-31.588,30,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
644.09,X-28.4130,Y31.5880,,,,,,63.71,2.84,75.73333333,2998.463158,16.47719298,37.57894737,22.35438596,22.69122807,-28.413,31.588,3.175,1.588,3.549981549,-6,0,Climb,3.4,4.6,3,10.65,31.95,Cut with Feed,3.549981549,Face Milling
646.93,G04,P2000,,,,,,3.77,0.31,6.625,3170.59375,78.59375,9.78125,11.78125,26.0625,-28.413,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
647.24,Y-31.5880,,,,,,,568.55,16.83,228.5409739,4498.650831,32.2327791,15.92042755,33.76187648,23.66211401,-28.413,-31.588,0,-63.176,63.176,-6,0,Conventional,3,63.2,3,186.59,559.77,Cut with Feed,63.176,Face Milling
664.07,X-25.2380,,,,,,,3.2,0.95,150.28125,4500.104167,24.45833333,15.21875,3.333333333,22.69791667,-25.238,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
665.02,G04,P2000,,,,,,0.6,0.33,6.735294118,4509.705882,21.26470588,21.26470588,1.764705882,23.73529412,-25.238,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
665.35,Y31.5880,,,,,,,196.38,16.78,224.7230494,4500,33.35973794,51.06253722,11.69624777,21.1614056,-25.238,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
682.13,X-22.0630,,,,,,,16.61,0.95,199.28125,4500.104167,20.14583333,40.375,17.30208333,26.33333333,-22.063,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
683.08,G04,P2000,,,,,,3.51,0.3,9.838709677,4509.677419,15.64516129,9.419354839,11.32258065,24.09677419,-22.063,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
683.38,Y-31.5880,,,,,,,583.44,12.43,304.7548232,4500.257235,40.81189711,19.70418006,46.90032154,25.29421222,-22.063,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
695.81,G04,P2000,,,,,,3.12,0.32,9.242424242,4500,4.666666667,4.03030303,9.454545455,24,-22.063,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
696.13,X-18.8880,,,,,,,7.47,0.62,300.1587302,4500.15873,36.73015873,36.93650794,11.85714286,21.61904762,-18.888,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
696.75,G04,P2000,,,,,,1.11,0.32,9.242424242,4509.69697,20.51515152,3.515151515,3.363636364,28.81818182,-18.888,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
697.07,Y31.5880,,,,,,,120.25,12.31,304.7524351,4500,41.10714286,57.43100649,9.760551948,22.41964286,-18.888,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
709.38,G04,P2000,,,,,,3.96,0.32,9.242424242,4500,3.272727273,14.96969697,12,30.96969697,-18.888,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
709.7,X-15.7130,,,,,,,6.71,0.64,300.3076923,4500.153846,22.30769231,29.16923077,10.32307692,25.86153846,-15.713,31.588,3.175,0,3.175,-6,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
710.34,G04,P2000,,,,,,0.73,0.31,11.90625,4509.375,22.46875,7.78125,2.28125,24.90625,-15.713,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
710.65,Y-31.5880,,,,,,,351.52,10.19,380.7862745,4499.980392,46.14901961,22.19705882,34.4627451,23.70294118,-15.713,-31.588,0,-63.176,63.176,-6,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
720.84,X-12.5380,,,,,,,0.97,0.64,271.1692308,4500.153846,33.33846154,46.26153846,1.492307692,20.56923077,-12.538,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
721.48,G04,P2000,,,,,,0.78,0.32,11.54545455,4509.69697,19.72727273,2.363636364,2.363636364,29.75757576,-12.538,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
721.8,Y31.5880,,,,,,,181.12,10.07,380.6220238,4500,45.43253968,73.66071429,17.96825397,20.41666667,-12.538,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
731.87,X-9.3630,,,,,,,22.33,0.62,187.4761905,4500.15873,20.52380952,36,35.44444444,28.42857143,-9.363,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
732.49,G04,P2000,,,,,,1.01,0.31,8.03125,4509.6875,22.3125,4.96875,3.15625,24.0625,-9.363,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
732.8,Y-31.5880,,,,,,,519.77,14.9,256.8276325,4500,37.24614353,11.37491616,34.86049631,25.25687458,-9.363,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
747.7,X-6.1880,,,,,,,4.02,0.93,172.2446809,4500.106383,28.76595745,76.56382979,4.276595745,19.35106383,-6.188,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
748.63,G04,P2000,,,,,,0.62,0.33,7.558823529,4509.705882,15.61764706,2.735294118,1.823529412,28.41176471,-6.188,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
748.96,Y31.5880,,,,,,,206.83,14.66,256.8248125,4500.211316,38.09406953,69.23176551,14.09884117,20.68029993,-6.188,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
763.62,G04,P2000,,,,,,3.01,0.3,8.290322581,4500,3.35483871,14.48387097,9.709677419,30.80645161,-6.188,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
763.92,X-3.0130,,,,,,,1.6,0.93,220.1170213,4507.010638,27.19148936,56.95744681,1.70212766,24.34042553,-3.013,31.588,3.175,0,3.175,-6,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
764.85,G04,P2000,,,,,,1.98,0.32,9.242424242,4891.757576,125.7272727,8.121212121,6,24.09090909,-3.013,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
765.17,Y-31.5880,,,,,,,174.58,12.44,304.7550201,5997.0249,49.24899598,20.81606426,14.02248996,26.48835341,-3.013,-31.588,0,-63.176,63.176,-6,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
777.61,G04,P2000,,,,,,3.14,0.31,9.53125,5998.6875,6.6875,5.4375,9.8125,26.71875,-3.013,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
777.92,X0.1630,,,,,,,4.84,0.6,300,5989.163934,41.31147541,131.3278689,7.93442623,14.72131148,0.163,-31.588,3.176,0,3.176,-6,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.176,Face Milling
778.52,G04,P2000,,,,,,1.35,0.33,8.970588235,5998.705882,30.32352941,3.352941176,3.970588235,27.61764706,0.163,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
778.85,Y31.5880,,,,,,,182.93,12.43,304.7548232,5998.758842,48.17122186,100.7652733,14.70498392,21.26205788,0.163,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
791.28,G04,P2000,,,,,,3.77,0.33,8.970588235,5998.705882,5.5,13.38235294,11.08823529,29.94117647,0.163,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
791.61,X3.3380,,,,,,,15.25,0.61,300.0806452,5989.16129,32.12903226,34.93548387,24.59677419,26.96774194,3.338,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
792.22,G04,P2000,,,,,,3.53,0.32,12.33333333,5998.69697,20.90909091,6.818181818,10.6969697,23.93939394,3.338,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
792.54,Y-31.5880,,,,,,,206.13,9.25,406.5604752,5998.643629,58.94600432,21.40388769,22.26025918,24.25809935,3.338,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
801.79,G04,P2000,,,,,,4.32,0.34,11.62857143,5998.714286,7.828571429,2.2,12.34285714,24.34285714,3.338,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
802.13,X6.5130,,,,,,,9.42,0.64,400.7384615,5989.153846,51.6,21.70769231,14.49230769,39.87692308,6.513,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
802.77,Y31.5880,,,,,,,138.38,9.68,393.7853457,5998.659443,54.12074303,80.12899897,14.28070175,23.88441692,6.513,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
812.45,X9.6880,,,,,,,9.35,0.6,329.0163934,5989.163934,30.75409836,36.93442623,15.32786885,25,9.688,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.4,3,10.2,30.6,Cut with Feed,3.175,Face Milling
