Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation
1109.78,G02,X25.0000,Y-33.7630,R8.7630,,,,45.64,3.58,228.362117,4500,11.81615599,38.29805014,12.71309192,19.82172702,25,-33.763,-8.763,-8.763,13.76488821,-7,0,Climb,6.7,6,1,24.54,24.54,Cut with Feed,13.76488821,Contouring
1113.36,G04,X1.0000,,,,,,9.08,0.93,0,4500,3.372340426,8.308510638,9.659574468,17.9787234,25,-33.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1114.29,X-14.4550,,,,,,,49.33,10.46,222.6571156,4500,12.72015282,30.66189112,4.711556829,18.13276027,-14.455,-33.763,-39.455,0,39.455,-7,0,Climb,43.6,2.7,1,118.79,118.79,Cut with Feed,39.455,Contouring
1124.75,G02,X-16.3540,Y-33.3680,R4.7630,,,,0.88,0.57,225.0517241,4500,11.89655172,37.0862069,1.517241379,22.01724138,-16.354,-33.368,-1.899,0.395,1.953305028,-7,0,Climb,0,0,1,0,0,Air-Cut,1.953305028,Contouring
1125.32,G04,X1.0000,,,,,,2.72,1.2,0,4500,3.58677686,9.818181818,2.247933884,25.69421488,-16.354,-33.368,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1126.52,X-30.8990,Y-27.0440,,,,,,50.91,4.21,228.457346,4500,10.69905213,26.13033175,12.06398104,19.49052133,-30.899,-27.044,-14.545,6.324,15.8603279,-7,0,Climb,14.3,9,1,65.71,65.71,Cut with Feed,15.8603279,Contouring
1130.73,G04,X1.0000,,,,,,3.46,0.91,0,4500,3,8.27173913,3.760869565,26.68478261,-30.899,-27.044,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1131.64,G02,X-32.4580,Y-25.9520,R4.7630,,,,7.05,0.61,225.3064516,4500,3,30.70967742,11.37096774,26.5,-32.458,-25.952,-1.559,1.092,1.916302075,-7,0,Climb,0,0,1,0,0,Air-Cut,1.916302075,Contouring
1132.25,G04,X1.0000,,,,,,3.53,0.93,0,4500,3,9.531914894,3.755319149,25.67021277,-32.458,-25.952,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1133.18,X-34.7630,Y-28.1350,,,,,,13.14,0.91,154.7391304,4500,3,29.51086957,14.2826087,23.68478261,-34.763,-28.135,-2.305,-2.183,3.174667542,-7,0,Climb,0,0,1,0,0,Air-Cut,3.174667542,Contouring
1134.09,G04,X1.0000,,,,,,8.15,1.19,0,4500,3,10.11666667,6.791666667,24.26666667,-34.763,-28.135,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1135.28,X-39.7630,Y-22.8570,,,,,,23.18,1.8,227.7348066,4500,3,30.78453039,12.80662983,25.50276243,-39.763,-22.857,-5,5.278,7.270301507,-7,0,Climb,0,0,1,0,0,Air-Cut,7.270301507,Contouring
1137.08,G04,X1.0000,,,,,,4.53,1.22,0,4500,3,11.68292683,3.682926829,25.62601626,-39.763,-22.857,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1138.3,Z-6.5000,,,,,,,5.05,1.18,24.78991597,4500,3,7.504201681,4.243697479,40.20168067,-39.763,-22.857,0,0,0,-6.5,0.5,,0,0,0,0,0,Air-cut in Z while retracting,0.5,Contouring
1139.48,G04,X1.0000,,,,,,2.96,0.88,0,4500,3,7.662921348,3.325842697,30.64044944,-39.763,-22.857,0,0,0,-6.5,0,,0,0,,0,0,Dwell,0,Contouring
1140.36,G00,Z-4.0000,,,,,,0.89,0.29,0,4500,3,7.966666667,2.966666667,30.06666667,-39.763,-22.857,0,0,0,-4,2.5,,0,0,0,0,0,No Cut - Rapid motion,2.5,Contouring
1140.65,G04,X1.0000,,,,,,1.05,0.89,225.8333333,4500,3,7.977777778,1.166666667,28.94444444,-39.763,-22.857,0,0,0,-4,0,,0,0,,0,0,Dwell,0,Contouring
1141.54,X28.7240,Y39.7630,,,,,,13.74,0.29,19647.5,4500,3,92.46666667,45.8,27.96666667,28.724,39.763,68.487,62.62,92.79942656,-4,0,,0,0,0,0,0,No Cut - Rapid motion,92.79942656,Contouring
1141.83,G04,X1.0000,,,,,,14.1,2.09,0,4500,3,7.295238095,6.714285714,25.31428571,28.724,39.763,0,0,0,-4,0,,0,0,,0,0,Dwell,0,Contouring
1143.92,Z-8.0000,,,,,,,22.31,3.61,24.93646409,4500,3,6.743093923,6.162983425,10.83701657,28.724,39.763,0,0,0.5,-8,-4,,0,0,0,71.25573925,0,Air-cut in Z while plunging,0.5,Contouring
1147.53,G04,X1.0000,,,,,,6.59,1.18,0,4500,3,4.470588235,5.537815126,19.31092437,28.724,39.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1148.71,X31.7120,Y34.4440,,,,,,11.55,1.19,302.4583333,4500,5.075,34.43333333,9.625,20.71666667,31.712,34.444,2.988,-5.319,6.100811831,-8,0,,3.8,1.9,0,5.66,0,Cut with Feed,6.100811831,Contouring
1149.9,G04,X1.0000,,,,,,2.23,0.89,0,4500,3.333333333,10.17777778,2.477777778,16,31.712,34.444,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1150.79,X31.7430,Y34.3900,,,,,,4.66,0.29,0,4500,3.966666667,29.26666667,15.53333333,18.03333333,31.743,34.39,0.031,-0.054,0.06226556,-8,0,,0,0,0,0,0,Air-Cut,0.06226556,Contouring
1151.08,G04,X1.0000,,,,,,1.65,0.9,0,4500,3.076923077,7.615384615,1.813186813,19.02197802,31.743,34.39,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1151.98,X34.7630,Y28.9450,,,,,,18.38,1.48,234,4500,8.570469799,22.60402685,12.33557047,20.95973154,34.763,28.945,3.02,-5.445,6.226429555,-8,0,,3.9,6.3,0,8.54,0,Cut with Feed,6.226429555,Contouring
1153.46,G04,X1.0000,,,,,,1.79,0.88,0,4500,3,6.95505618,2.011235955,15.66292135,34.763,28.945,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1154.34,X39.7630,,,,,,,4.24,1.21,296.1065574,4500,3,29.08196721,3.475409836,15.2704918,39.763,28.945,5,0,5,-8,0,,0,0,0,0,0,Air-Cut,5,Contouring
1155.55,G04,X1.0000,,,,,,1.2,0.88,0,4500,3,6.685393258,1.348314607,16.23595506,39.763,28.945,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1156.43,Z-7.0000,,,,,,,3.32,2.4,24.89626556,4500,3,6.875518672,1.377593361,39.00414938,39.763,28.945,0,0,0,-7,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Contouring
1158.83,G04,X1.0000,,,,,,4.23,2.09,83.9,4500,3,7.442857143,2.014285714,30.57142857,39.763,28.945,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1160.92,X22.2050,Y39.7630,,,,,,28.59,0.3,17050.64516,4500,3,210.3870968,92.22580645,27,22.205,39.763,-17.558,10.818,20.62310568,-7,0,,0.7,0.2,0,0.15,0,No Cut - Rapid motion,20.62310568,Contouring
1161.22,G04,X1.0000,,,,,,8.69,1.86,0,4500,3,4.604278075,4.647058824,22.61497326,22.205,39.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1163.08,Z-8.0000,,,,,,,17.97,3.89,23.42820513,4500,3,2.307692308,4.607692308,10.72051282,22.205,39.763,0,0,0.5,-8,-1,,0,0,0,71.25573925,0,Air-cut in Z while plunging,0.5,Contouring
1166.97,G04,X1.0000,,,,,,2.81,0.91,0,4500,3,2.304347826,3.054347826,20.64130435,22.205,39.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1167.88,X27.4830,Y34.7630,,,,,,19.43,1.51,302.9934211,4500,4.914473684,23.55263158,12.78289474,21.53947368,27.483,34.763,5.278,-5,7.270301507,-8,0,,7.2,1.6,0,8.62,0,Cut with Feed,7.270301507,Contouring
1169.39,G04,X1.0000,,,,,,2.51,1.18,0,4500,3.327731092,8.840336134,2.109243697,16.81512605,27.483,34.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1170.57,G02,X28.9660,Y32.8500,R7.9380,,,,4.74,0.31,295.46875,4500.3125,12.84375,20.75,14.8125,25.875,28.966,32.85,1.483,-1.913,2.429984745,-8,0,,0.5,0.4,0,0.1,0,Cut with Feed,2.429984745,Contouring
1170.88,G04,X1.0000,,,,,,4.51,1.19,0,4502.5,4.608333333,8.45,3.758333333,17.75833333,28.966,32.85,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1172.07,X34.7630,Y22.3990,,,,,,32.51,2.41,303.7396694,4500,11.94628099,26.42975207,13.4338843,22.47107438,34.763,22.399,5.797,-10.451,11.95109242,-8,0,,6.8,12.9,0,38.11,0,Cut with Feed,11.95109242,Contouring
1174.48,G04,X1.0000,,,,,,2.64,0.87,0,4500,3,7.329545455,3,16,34.763,22.399,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1175.35,X39.7630,,,,,,,4.54,1.2,229.3801653,4500,3,31.76033058,3.752066116,15.47933884,39.763,22.399,5,0,5,-8,0,,0,0,0,0,0,Air-Cut,5,Contouring
1176.55,G04,X1.0000,,,,,,1.83,0.9,0,4500,3,7.714285714,2.010989011,15.9010989,39.763,22.399,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1177.45,Z-7.0000,,,,,,,3.03,2.71,22.05882353,4500,3,6.558823529,1.113970588,39.07352941,39.763,22.399,0,0,0,-7,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Contouring
1180.16,G04,X1.0000,,,,,,3.64,1.81,39.65934066,4500,3,7.318681319,2,29.85164835,39.763,22.399,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1181.97,X-29.0720,Y-39.7630,,,,,,44.04,0.63,3609,4500,3,116.828125,68.8125,26.5,-29.072,-39.763,-68.835,-62.162,92.74897018,-7,0,,49.9,47.1,0,576.43,0,No Cut - Rapid motion,92.74897018,Contouring
1182.6,G04,X1.0000,,,,,,5.37,1.78,0,4500,3,3.497206704,3,23.31284916,-29.072,-39.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1184.38,Z-8.0000,,,,,,,10.18,3.69,22.7027027,4500,3,3.167567568,2.751351351,10.85945946,-29.072,-39.763,0,0,2,-8,-1,,0,0,0,71.25573925,0,Air-cut in Z while plunging,2,Contouring
1188.07,G04,X1.0000,,,,,,3.14,1.2,0,4500,3,2.73553719,2.595041322,18.00826446,-29.072,-39.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1189.27,Y-34.7630,,,,,,,9.2,0.91,301.6847826,4500,7.47826087,6.913043478,10,20.08695652,-29.072,-34.763,0,5,5,-8,0,,6.1,1.6,0,8.08,0,Cut with Feed,5,Contouring
1190.18,G04,X1.0000,,,,,,5.53,1.2,0,4500,4.743801653,12.95867769,4.570247934,23.96694215,-29.072,-34.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1191.38,X-33.4300,Y-32.8680,,,,,,10.09,0.94,301.7894737,4500,6.315789474,35.52631579,10.62105263,20.31578947,-33.43,-32.868,-4.358,1.895,4.75217729,-8,0,,4.4,2.3,0,3.99,0,Cut with Feed,4.75217729,Contouring
1192.32,G04,X1.0000,,,,,,3.75,0.91,0,4500,3,9.282608696,4.076086957,24.66304348,-33.43,-32.868,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1193.23,G02,X-33.9850,Y-32.6080,R11.1130,,,,3.23,0.29,62.83333333,4500,3,35.16666667,10.76666667,25,-33.985,-32.608,-0.555,0.26,0.612960231,-8,0,,0.1,0,0,0.02,0,Cut with Feed,0.612960231,Contouring
1193.52,G04,X1.0000,,,,,,4.74,1.16,0,4500,3,8.487179487,4.051282051,24.75213675,-33.985,-32.608,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1194.68,X-39.7630,Y-29.7090,,,,,,13.64,1.21,302.5,4500,3,34.36885246,11.18032787,24.76229508,-39.763,-29.709,-5.778,2.899,6.464478711,-8,0,,0,0,0,0,0,Air-Cut,6.464478711,Contouring
1195.89,G04,X1.0000,,,,,,3.34,0.91,0,4500,3,9.554347826,3.630434783,24.81521739,-39.763,-29.709,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1196.8,Z-7.0000,,,,,,,13.09,2.73,22.17153285,4500,3,7.215328467,4.777372263,38.84306569,-39.763,-29.709,0,0,0,-7,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Contouring
1199.53,G04,X1.0000,,,,,,41.83,2.97,857.7181208,4500,3,39.46644295,14.03691275,28.22818792,-39.763,-29.709,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1202.5,G01,,,,,,,1.2,0.29,0,4500,3,1,4,21.86666667,-39.763,-29.709,0,0,0,-7,0,,0,0,,0,0,,0,Contouring
1202.79,G04,X1.0000,,,,,,3.25,0.88,0,4500,3,1.348314607,3.651685393,21.56179775,-39.763,-29.709,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1203.67,Z-8.0000,,,,,,,10.8,3.59,24.93055556,4500,3,1.163888889,3,10.425,-39.763,-29.709,0,0,2,-8,-1,,0,0,0,71.25573925,0,Air-cut in Z while plunging,2,Contouring
1207.26,G04,X1.0000,,,,,,3.6,1.16,0,4500,3,0.35042735,3.076923077,17.5982906,-39.763,-29.709,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1208.42,Y-34.7630,,,,,,,19.81,0.92,301.7204301,4500.107527,7.752688172,22.15053763,21.30107527,20.10752688,-39.763,-34.763,0,-5.054,5.054,-8,0,Climb,0,0,1,0,0,Air-Cut,5.054,Contouring
1209.34,G04,X1.0000,,,,,,4.21,1.18,0,4502.352941,5.016806723,3.554621849,3.537815126,22.73109244,-39.763,-34.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1210.52,X-32.1650,Y-29.9560,,,,,,39.95,2.38,303.7238494,4500,13.75313808,24.9748954,16.71548117,21.48117155,-32.165,-29.956,7.598,4.807,8.990931709,-8,0,Climb,4.2,4.9,1,12.64,12.64,Cut with Feed,8.990931709,Contouring
1212.9,G04,X1.0000,,,,,,3.09,0.89,0,4500,3,10.03333333,3.433333333,25.65555556,-32.165,-29.956,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1213.79,G02,X-34.7630,Y-28.1350,R7.9380,,,,9.85,0.89,199.9444444,4500,3.655555556,33.06666667,10.94444444,23.97777778,-34.763,-28.135,-2.598,1.821,3.194145675,-8,0,Climb,1.3,0.7,1,0.31,0.31,Cut with Feed,3.194145675,Contouring
1214.68,G04,X1.0000,,,,,,3.69,0.89,0,4500,3.044444444,8.111111111,4.1,23.33333333,-34.763,-28.135,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1215.57,X-32.4580,Y-25.9520,,,,,,8.75,0.9,215.9340659,4500,14.21978022,9.285714286,9.615384615,19.75824176,-32.458,-25.952,2.305,2.183,3.174667542,-8,0,Climb,3.9,6.2,1,14.26,14.26,Cut with Feed,3.174667542,Contouring
1216.47,G04,X1.0000,,,,,,3.93,0.88,0,4500,3.382022472,5.595505618,4.415730337,25.62921348,-32.458,-25.952,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1217.35,G02,X-33.7630,Y-22.6770,R4.7630,,,,12.2,0.9,301.6483516,4500,10.32967033,38.05494505,13.40659341,20.65934066,-33.763,-22.677,-1.305,3.275,3.611310802,-8,0,Climb,0.3,0.6,1,0.16,0.16,Cut with Feed,3.611310802,Contouring
1218.25,G04,X1.0000,,,,,,2.27,0.92,0,4500,3.440860215,13.09677419,2.440860215,25.6344086,-33.763,-22.677,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1219.17,Y2.1620,,,,,,,59.32,5.07,304.3996063,4500,14.04527559,15.51968504,11.67716535,19.23818898,-33.763,2.162,0,24.839,24.839,-8,0,Climb,2.7,28.9,1,75.41,75.41,Cut with Feed,24.839,Contouring
1224.24,G04,X1.0000,,,,,,5.69,0.93,0,4500,3.446808511,16.84042553,6.053191489,26.62765957,-33.763,2.162,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1225.17,Y27.0000,,,,,,,62.91,5.07,304.3996063,4500,14.21850394,9.38976378,12.38385827,18.54527559,-33.763,27,0,24.838,24.838,-8,0,Climb,2.7,28.9,1,69.52,69.52,Cut with Feed,24.838,Contouring
1230.24,G04,X1.0000,,,,,,7.2,0.89,0,4500,3.455555556,17.68888889,8,26.65555556,-33.763,27,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1231.13,G02,X-27.0000,Y33.7630,R6.7630,,,,10.11,2.19,303.6136364,4500,10.83636364,37.86818182,4.595454545,23.85,-27,33.763,6.763,6.763,10.62329556,-8,0,Climb,4.7,4.6,1,11.38,11.38,Cut with Feed,10.62329556,Contouring
1233.32,G04,X1.0000,,,,,,10.48,1.18,0,4500,3.554621849,9.966386555,8.806722689,21.48739496,-27,33.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1234.5,X22.0250,,,,,,,68.17,9.5,304.679285,4500,13.90010515,28.88433228,7.168243954,25.37118822,22.025,33.763,49.025,0,49.025,-8,0,Climb,51.8,2.7,1,143.25,143.25,Cut with Feed,49.025,Contouring
1244,G04,X1.0000,,,,,,9.86,1.23,0,4500,3.774193548,10.89516129,7.951612903,20.01612903,22.025,33.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1245.23,G02,X26.1890,Y31.3100,R4.7630,,,,2.09,0.89,301.6111111,4500,10.95555556,34.58888889,2.322222222,24.98888889,26.189,31.31,4.164,-2.453,5.068616737,-8,0,Climb,0,0,1,0,0,Air-Cut,5.068616737,Contouring
1246.12,G04,X1.0000,,,,,,2.81,1.2,0,4500,4.396694215,9.074380165,2.32231405,17.61983471,26.189,31.31,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1247.32,X33.1650,Y18.7330,,,,,,34.75,2.68,303.866171,4500,15.41263941,15.25650558,12.91821561,23.79182156,33.165,18.733,6.976,-12.577,14.3821245,-8,0,Climb,9.6,15.8,1,52.83,52.83,Cut with Feed,14.3821245,Contouring
1250,G04,X1.0000,,,,,,6.26,1.23,0,4500,4.322580645,11.23387097,5.048387097,17.24193548,33.165,18.733,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1251.23,G02,X33.7630,Y16.4230,R4.7630,,,,6.46,0.58,295.559322,4500,9.86440678,21.33898305,10.94915254,24.33898305,33.763,16.423,0.598,-2.31,2.41183323,-8,0,Climb,0,0,1,0,0,Air-Cut,2.41183323,Contouring
1251.81,G04,X1.0000,,,,,,3.71,0.89,0,4500,3.422222222,13.33333333,4.122222222,17.07777778,33.763,16.423,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1252.7,Y-25.0000,,,,,,,112.03,8.2,304.6285018,4500,13.91717418,9.370280146,13.6455542,23.50426309,33.763,-25,0,-41.423,41.423,-8,0,Climb,2.7,45.5,1,120.72,120.72,Cut with Feed,41.423,Contouring
1260.9,G04,X1.0000,,,,,,7.19,0.92,0,4500,4.032258065,16.64516129,7.731182796,16.38709677,33.763,-25,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1261.82,G02,X25.0000,Y-33.7630,R8.7630,,,,45.64,3.12,247.6038339,4500.990415,11.70926518,22.11821086,14.58146965,19.06389776,25,-33.763,-8.763,-8.763,13.76488821,-8,0,Climb,6.7,6,1,24.54,24.54,Cut with Feed,13.76488821,Contouring
1264.94,G04,X1.0000,,,,,,7.63,0.88,0,4500,3.438202247,7.303370787,8.573033708,20.64044944,25,-33.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1265.82,X-14.4550,,,,,,,60.87,7.91,298.8661616,4500,14.72474747,31.10732323,7.685606061,17.19570707,-14.455,-33.763,-39.455,0,39.455,-8,0,Climb,43.6,2.7,1,118.79,118.79,Cut with Feed,39.455,Contouring
1273.73,G04,X1.0000,,,,,,6.75,0.88,0,4500,3.426966292,7,7.584269663,22.31460674,-14.455,-33.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1274.61,G02,X-16.3540,Y-33.3680,R4.7630,,,,0.63,0.6,278.3606557,4500,12.36065574,36.03278689,1.032786885,18.54098361,-16.354,-33.368,-1.899,0.395,1.953305028,-8,0,Climb,0,0,1,0,0,Air-Cut,1.953305028,Contouring
1275.21,G04,X1.0000,,,,,,2.8,0.9,0,4500,3.450549451,8.516483516,3.076923077,22.31868132,-16.354,-33.368,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1276.11,X-30.8990,Y-27.0440,,,,,,36.38,3.32,304.0840841,4500,12.06306306,31.77477477,10.92492492,20.36636637,-30.899,-27.044,-14.545,6.324,15.8603279,-8,0,Climb,14.3,9,1,65.71,65.71,Cut with Feed,15.8603279,Contouring
1279.43,G04,X1.0000,,,,,,1.28,0.89,0,4500,3,8.566666667,1.422222222,25.32222222,-30.899,-27.044,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1280.32,G02,X-32.4580,Y-25.9520,R4.7630,,,,4.79,0.6,259.2622951,4500,3,26.60655738,7.852459016,25,-32.458,-25.952,-1.559,1.092,1.916302075,-8,0,Climb,0,0,1,0,0,Air-Cut,1.916302075,Contouring
1280.92,G04,X1.0000,,,,,,3.12,0.89,0,4500,3,8.244444444,3.466666667,24.65555556,-32.458,-25.952,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1281.81,X-34.7630,Y-28.1350,,,,,,12.39,0.88,202.1910112,4500,3,26.78651685,13.92134831,23,-34.763,-28.135,-2.305,-2.183,3.174667542,-8,0,Climb,0,0,1,0,0,Air-Cut,3.174667542,Contouring
1282.69,G04,X1.0000,,,,,,5.9,0.91,0,4500,3,7.945652174,6.413043478,22.32608696,-34.763,-28.135,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1283.6,X-39.7630,Y-22.8570,,,,,,22.23,1.5,302.9801325,4500,3,32.02649007,14.7218543,24.41059603,-39.763,-22.857,-5,5.278,7.270301507,-8,0,Climb,0,0,1,0,0,Air-Cut,7.270301507,Contouring
1285.1,G04,X1.0000,,,,,,2.66,0.88,0,4500,3,8.988764045,2.988764045,24.74157303,-39.763,-22.857,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1285.98,Z-7.0000,,,,,,,9.51,2.67,22.66791045,4500,3,7.220149254,3.548507463,39.19029851,-39.763,-22.857,0,0,0,-7,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Contouring
1288.65,G04,X1.0000,,,,,,3.32,2.11,565.8443396,4500,3,8.066037736,1.566037736,29.67924528,-39.763,-22.857,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1290.76,X28.7240,Y39.7630,,,,,,36.88,0.29,19647.5,4500,3,281.7333333,122.9333333,27,28.724,39.763,68.487,62.62,92.79942656,-7,0,,51.5,48.3,0,590.99,0,No Cut - Rapid motion,92.79942656,Contouring
1291.05,G04,X1.0000,,,,,,12.17,2.07,0,4500,3,6.399038462,5.850961538,22.39903846,28.724,39.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1293.12,Z-9.0000,,,,,,,14.15,2.4,24.89626556,4500,3,7.244813278,5.871369295,10.53112033,28.724,39.763,0,0,1,-9,-2,,0,0,0,71.25573925,0,Air-cut in Z while plunging,1,Contouring
1295.52,G04,X1.0000,,,,,,5.39,0.89,0,4500,3,6.655555556,5.988888889,19.33333333,28.724,39.763,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Contouring
1296.41,X31.7120,Y34.4440,,,,,,16.16,1.2,280.2396694,4500,5.239669421,19.19008264,13.3553719,20.95867769,31.712,34.444,2.988,-5.319,6.100811831,-9,0,,3.8,1.9,0,5.66,0,Cut with Feed,6.100811831,Contouring
1297.61,G04,X1.0000,,,,,,2.51,0.91,0,4500,3.347826087,10.55434783,2.72826087,16.01086957,31.712,34.444,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Contouring
1298.52,X31.7430,Y34.3900,,,,,,2.71,0.3,0,4500,4.935483871,31.22580645,8.741935484,17.03225806,31.743,34.39,0.031,-0.054,0.06226556,-9,0,,0,0,0,0,0,Air-Cut,0.06226556,Contouring
1298.82,G04,X1.0000,,,,,,1.05,0.88,0,4500,3.101123596,7.584269663,1.179775281,18.01123596,31.743,34.39,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Contouring
1299.7,X34.7630,Y28.9450,,,,,,14.47,1.23,332.4274194,4500,8.959677419,20.93548387,11.66935484,20.4516129,34.763,28.945,3.02,-5.445,6.226429555,-9,0,,3.9,6.3,0,8.54,0,Cut with Feed,6.226429555,Contouring
1300.93,G04,X1.0000,,,,,,1.85,0.91,0,4500,3,7.652173913,2.010869565,16.31521739,34.763,28.945,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Contouring
1301.84,X39.7630,,,,,,,2.36,0.88,376.7191011,4500,3,33.38202247,2.651685393,15.66292135,39.763,28.945,5,0,5,-9,0,,0,0,0,0,0,Air-Cut,5,Contouring
1302.72,G04,X1.0000,,,,,,1.46,0.87,0,4500,3,7.659090909,1.659090909,16.55681818,39.763,28.945,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Contouring
1303.59,Z-8.0000,,,,,,,3.37,2.74,22.27272727,4500,3,6.330909091,1.225454545,39.31272727,39.763,28.945,0,0,0,-8,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Contouring
1306.33,G04,X1.0000,,,,,,3.4,1.8,34.76243094,4500,3,7.071823204,1.878453039,29.62430939,39.763,28.945,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1308.13,X22.2050,Y39.7630,,,,,,21.18,0.31,6095.375,4500,3,166.0625,66.1875,26.03125,22.205,39.763,-17.558,10.818,20.62310568,-8,0,,0.7,0.2,0,0.15,0,No Cut - Rapid motion,20.62310568,Contouring
1308.44,G04,X1.0000,,,,,,11.43,2.15,0,4500,3,4.388888889,5.291666667,22.86574074,22.205,39.763,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Contouring
1310.59,Z-9.0000,,,,,,,21.2,6.03,24.95860927,4500,3,2.097682119,3.509933775,10.80463576,22.205,39.763,0,0,1,-9,-1,,0,0,0,71.25573925,0,Air-cut in Z while plunging,1,Contouring
1316.62,G04,X1.0000,,,,,,0.98,0.87,0,4500,3,2.329545455,1.113636364,20.35227273,22.205,39.763,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Contouring
1317.49,X27.4830,Y34.7630,,,,,,11.66,1.21,343.3196721,4500,5.163934426,37.76229508,9.557377049,21.70491803,27.483,34.763,5.278,-5,7.270301507,-9,0,,7.2,1.6,0,8.62,0,Cut with Feed,7.270301507,Contouring
1318.7,G04,X1.0000,,,,,,3.65,1.19,0,4500,3.841666667,10,3.041666667,16.55,27.483,34.763,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Contouring
1319.89,G02,X28.9660,Y32.8500,R7.9380,,,,2.28,0.32,369.4545455,4500,13.75757576,37.21212121,6.909090909,22.84848485,28.966,32.85,1.483,-1.913,2.429984745,-9,0,,0.5,0.4,0,0.1,0,Cut with Feed,2.429984745,Contouring
